TANK	DATES	FLUCT	PRED	Cer_ug	Sca_ug	Dapp_ug	Clad_ug	e_chl	i_chl
98	2005-08-03	147.7938125	2.718281828	770.0304646	24.4937829	31.965267	216.410066	2.56	0.07
98	2005-08-08	110.4627541	2.718281828	721.5753955	46.76177471	28.89061124	50.49263636	3.14	0.25
98	2005-08-12	187.8828401	2.718281828	1411.650755	95.33974533	115.562445	247.2759492	8.83	0.1
98	2005-08-17	147.7161908	2.718281828	452.9180095	82.02273198	30.37679469	48.61150015	5.46	0.3
98	2005-08-22	110.4070486	2.718281828	458.8298289	33.29964474	44.07900859	274.8351922	4.12	0.1
98	2005-08-26	187.8428628	2.718281828	295.0121254	108.8089867	36.11326405	89.80738661	7.76	1321.76
98	2005-08-31	147.6855327	2.718281828	191.5839203	59.65989914	16.99406055	82.02611298	8.06	5782.59
98	2005-09-05	110.3850467	2.718281828	155.7187362	97.73574896	28.06587881	96.87636372	5.46	672.34
98	2005-09-09	199.6442328	2.718281828	36.57811719	54.14586447	17.92292521	44.85709245	16.7	5325.69
98	2005-09-14	166.4200324	2.718281828	42.30722763	44.03813959	16.35510106	109.6000578	27.28	4383.09
98	2005-09-19	131.2566128	2.718281828	38.7725548	14.92843958	16.86035373	89.9266016	25.28	459.37
