TANK	DATES	FLUCT	PRED	Cer_ug	Sca_ug	Dapp_ug	Clad_ug	Cop_ug	e_chl	i_chl
89	2005-06-17	150	2.718281828	0.022	1.525962675	419.0038291	420.4949871	0.0429	3.74	0.02
89	2005-06-22	150	2.718281828	0.022	0.0284	0.903	0.0339	0.0429	2.37	0.33
89	2005-06-27	150	2.718281828	4.330807128	0.056756122	115.2654567	117.3666339	0.424468224	2.37	0.33
89	2005-07-01	150	2.718281828	0.821267351	1.525962675	262.557173	263.9127712	0.848936447	3.73	0.27
89	2005-07-06	150	2.718281828	0.821267351	0.0284	246.6565009	256.5523676	0.0429	7.38	0.64
89	2005-07-11	150	2.718281828	5.107180405	0.0284	105.5756897	151.3949079	0.0429	3.39	0.02
89	2005-07-15	150	2.718281828	1.36658325	0.113512244	14.09625129	20.87424216	0.424468224	21.68	3.04
89	2005-07-20	150	2.718281828	8.36590179	0.0284	0.903	220.1491433	0.0429	15.98	1.25
89	2005-07-25	150	2.718281828	25.50955401	0.0284	0.903	167.0096949	0.0429	27.98	0.38
89	2005-07-29	150	2.718281828	49.06525691	0.908097954	0.903	131.2219031	0.0429	17.63	1.71
89	2005-08-03	150	2.718281828	108.8621154	0.0284	0.903	22.23181003	0.0429	3.71	0.005
89	2005-08-08	150	2.718281828	399.9284221	0.0284	0.903	0.542239269	0.0429	2.55	0.68
89	2005-08-12	150	2.718281828	36.66131833	0.649469093	7.22265281	8.036011713	0.848936447	3.27	0.12
89	2005-08-17	150	2.718281828	339.209383	0.0284	0.903	10.30254611	0.0429	2.32	0.39
89	2005-08-22	150	2.718281828	434.7544554	1.298938186	0.903	4.609033787	0.0429	2.59	0.32
89	2005-08-26	150	2.718281828	538.4400659	0.0284	0.903	2.440076711	0.0429	2.14	52.69
89	2005-08-31	150	2.718281828	352.9126886	0.0284	7.22265281	19.96527563	0.0429	50.67	5581.7
89	2005-09-05	150	2.718281828	502.9962597	0.0284	0.903	12.74262282	0.0429	5	82.83
89	2005-09-09	150	2.718281828	67.26487874	1.980011652	0.903	1.626717807	0.0429	37.67	3041.1
89	2005-09-14	150	2.718281828	427.5138476	0.0284	14.44530562	18.78321977	0.0429	75.66	1709.8
89	2005-09-19	150	2.718281828	91.8106812	0.0284	0.903	3.253435615	0.848936447	9.06	534.89
94	2005-05-11	150	1	0.500421825	7.793629118	2.177209066	0.0339	0.595929	16.56	0.005
94	2005-05-16	150	1	0.022	7.144160025	0.903	0.0339	0.070235	64.83	4.06
94	2005-05-20	150	1	0.022	6.819425479	0.903	0.0339	0.424468	93.42	10.18
94	2005-05-25	150	1	0.022	22.52019596	0.903	0.153510263	0.934083938	103.78	4.67
94	2005-05-30	150	1	0.022	111.5139227	0.903	0.221290172	2.207488609	114.99	24.34
94	2005-06-03	150	1	0.089788149	454.4929949	10.83397921	11.00543992	4.416142946	51.92	8.35
94	2005-06-08	150	1	1.642534702	1204.118873	30.58505916	51.24621824	1.697872895	1.06	0.15
94	2005-06-13	150	1	14.12794726	144.9148331	9.080382129	22.99655673	14.21675092	0.89	0.01
94	2005-06-17	150	1	49.87821009	116.2807782	69.03857166	105.3687292	41.23991407	1.01	0.19
94	2005-06-22	150	1	43.96293635	70.97596351	108.7563211	115.4090339	17.93373002	0.79	0.23
94	2005-06-27	150	1	17.57941895	66.18395624	32.0115965	43.41405676	14.43315808	0.79	0.23
94	2005-07-01	150	1	34.00476597	38.5902106	236.7408042	242.7120316	13.96409739	1.17	0.1
94	2005-07-06	150	1	0.022	0.0284	0.903	0.0339	0.0429	1.43	0.16
94	2005-07-11	150	1	0.022	0.0284	0.903	0.0339	0.0429	1.07	0.11
94	2005-07-15	150	1	0.022	0.0284	0.903	6.889883901	0.0429	1.08	0.25
94	2005-07-20	150	1	253.5632573	38.18646513	365.3545942	396.0320151	35.32914357	1.49	0.18
94	2005-07-25	150	1	285.0730133	0.908097954	0.903	23.99441097	43.75822232	1.37	0.09
94	2005-07-29	150	1	336.556666	53.57250937	187.5523764	217.8245772	53.68854317	1.89	0.33
94	2005-08-03	150	1	821.966217	48.8308056	220.4283447	239.0319393	138.4932392	1.92	0.08
94	2005-08-08	150	1	592.7491032	67.54478569	321.6021484	324.855584	81.49789895	2.12	0.58
94	2005-08-12	150	1	191.0464063	33.15452813	485.8204506	487.6203421	15.28085605	5.04	1.82
94	2005-08-17	150	1	77.35235928	12.82556612	783.6153316	794.3614363	29.71190214	3.88	1.1
94	2005-08-22	150	1	11.58753106	29.88848353	885.5488779	965.7586084	53.27905994	2.76	1.02
94	2005-08-26	150	1	15.23175307	34.97072403	940.3577335	1019.859223	46.68071839	3.25	1.09
94	2005-08-31	150	1	2.553590202	41.51571847	443.1684764	586.751295	77.01810397	3.57	1.05
94	2005-09-05	150	1	0.821267351	35.44347214	378.8035606	586.9466614	70.87946354	3.19	0.78
94	2005-09-09	150	1	0.022	37.58729953	141.5481639	239.9881647	42.30944006	2.68	0.38
94	2005-09-14	150	1	0.089788149	18.63918359	465.2529637	599.7546424	34.62925778	2.91	0.8
94	2005-09-19	150	1	0.022	44.43543244	167.5480489	294.8180332	31.67126682	10.26	18.13
98	2005-05-11	181	2.718281828	0.022	0.706225215	1.805663202	0.0339	0.848936	35.67	0.69
98	2005-05-16	134	2.718281828	0.410633676	10.77299616	5.416989607	0.0339	0.424468	114.43	14.74
98	2005-05-20	218	2.718281828	0.022	12.01517822	0.903	0.0339	0.510199	126.72	0.005
98	2005-05-25	161.0127787	2.718281828	0.022	17.91715619	0.903	0.467798171	0.424468224	91.52	2.09
98	2005-05-30	119.9494001	2.718281828	0.022	105.8302784	1.805663202	4.074279655	1.374047883	113.49	15.2
98	2005-06-03	206.9790244	2.718281828	4.196124905	571.5683588	41.68645201	42.70353998	2.121904359	15.34	0.005
98	2005-06-08	152.9372674	2.718281828	19.71041643	975.1507231	139.3707063	170.5952439	6.224951602	0.86	0.14
98	2005-06-13	114.1539759	2.718281828	7.236962922	25.5879235	98.43467759	105.0226392	6.414165523	0.99	0.005
98	2005-06-17	202.5345809	2.718281828	31.55413793	12.08773653	22.59682309	42.3579595	10.33083859	1.02	0.32
98	2005-06-22	149.747694	2.718281828	71.5639658	22.3721824	63.2502782	78.11851467	10.25030077	0.9	0.15
98	2005-06-27	111.8649653	2.718281828	240.3307616	164.6904566	152.049105	201.2151637	46.34764695	0.9	0.15
98	2005-07-01	200.7791652	2.718281828	330.5252561	35.71500624	65.74696702	106.3870543	10.14198868	2.16	0.16
98	2005-07-06	148.4879127	2.718281828	0.022	0.0284	0.903	0.0339	0.0429	2.07	0.11
98	2005-07-11	110.960878	2.718281828	0.022	0.0284	0.903	0.0339	0.0429	1.67	0.12
98	2005-07-15	188.2403208	2.718281828	385.0187295	30.39283601	57.78122248	157.2361036	11.55892304	1.61	0.19
98	2005-07-20	147.9903386	2.718281828	483.9299642	11.29960345	92.61656754	221.3466623	38.07251492	2.1	0.11
98	2005-07-25	110.6037919	2.718281828	756.475613	28.70305759	121.5071788	431.5668477	21.56516565	2.21	0.11
98	2005-07-29	187.9840565	2.718281828	1059.420303	28.70305759	86.67183372	522.7197645	62.05685774	3	0.23
98	2005-08-03	147.7938125	2.718281828	770.0304646	24.4937829	31.965267	216.410066	24.13784656	2.56	0.07
98	2005-08-08	110.4627541	2.718281828	721.5753955	46.76177471	28.89061124	50.49263636	10.9065486	3.14	0.25
98	2005-08-12	187.8828401	2.718281828	1411.650755	95.33974533	115.562445	247.2759492	24.79507427	8.83	0.1
98	2005-08-17	147.7161908	2.718281828	452.9180095	82.02273198	30.37679469	48.61150015	23.73641127	5.46	0.3
98	2005-08-22	110.4070486	2.718281828	458.8298289	33.29964474	44.07900859	274.8351922	24.43947222	4.12	0.1
98	2005-08-26	187.8428628	2.718281828	295.0121254	108.8089867	36.11326405	89.80738661	19.92787921	7.76	1321.76
98	2005-08-31	147.6855327	2.718281828	191.5839203	59.65989914	16.99406055	82.02611298	58.28607563	8.06	5782.59
98	2005-09-05	110.3850467	2.718281828	155.7187362	97.73574896	28.06587881	96.87636372	51.43423684	5.46	672.34
98	2005-09-09	199.6442328	2.718281828	36.57811719	54.14586447	17.92292521	44.85709245	31.9830513	16.7	5325.69
98	2005-09-14	166.4200324	2.718281828	42.30722763	44.03813959	16.35510106	109.6000578	74.97685278	27.28	4383.09
98	2005-09-19	131.2566128	2.718281828	38.7725548	14.92843958	16.86035373	89.9266016	55.78673413	25.28	459.37
